log_id,timestamp,session_id,source_ip,layer,action_type,maliciousness_score,entropy_value,threat_vector_contribution
d5195ebf,2026-04-10T09:15:37.388Z,0x6E3D,192.168.1.141,SSH,SHELLCODE_INJECTION,97,3.75,9.70
c0f60149,2026-04-10T09:16:49.388Z,0xE6C5,192.168.1.139,HTTP,ENV_SCAN,94,2.77,9.40
f1bfc6ea,2026-04-10T09:18:01.388Z,0x7D54,192.168.1.204,SQL,USER_ENUMERATION,67,3.62,6.70
5597c35b,2026-04-10T09:19:13.388Z,0x8473,192.168.1.244,SSH,PRIV_ESC,88,1.85,8.80
5f4fd3e8,2026-04-10T09:20:25.388Z,0x4825,192.168.1.184,SQL,BLIND_SQLI,79,3.96,7.90
9c388bc4,2026-04-10T09:21:37.388Z,0xA6BF,192.168.1.46,SSH,ROOT_LOGIN_ATTEMPT,97,1.87,9.70
f04b1bf1,2026-04-10T09:22:49.388Z,0x9127,192.168.1.130,SSH,SHELLCODE_INJECTION,95,3.25,9.50
bf8b2151,2026-04-10T09:24:01.388Z,0xB52C,192.168.1.87,HTTP,ENV_SCAN,83,2.14,8.30
cd42498d,2026-04-10T09:25:13.388Z,0x606B,192.168.1.102,SQL,BLIND_SQLI,87,3.71,8.70
947ba3ef,2026-04-10T09:26:25.388Z,0x9D42,192.168.1.31,HTTP,ENV_SCAN,94,3.62,9.40
c790b797,2026-04-10T09:27:37.388Z,0xE068,192.168.1.58,SSH,ROOT_LOGIN_ATTEMPT,62,4.18,6.20
4f9ee99c,2026-04-10T09:28:49.388Z,0xB341,192.168.1.106,SQL,BLIND_SQLI,96,3.80,9.60
f54f328e,2026-04-10T09:30:01.388Z,0xA05,192.168.1.2,HTTP,XSS_PAYLOAD,93,4.38,9.30
e755d2a4,2026-04-10T09:31:13.388Z,0x9937,192.168.1.172,SQL,USER_ENUMERATION,86,3.45,8.60
d187fd4a,2026-04-10T09:32:25.388Z,0x9CA5,192.168.1.214,SSH,BRUTE_FORCE,78,1.88,7.80
09208c5d,2026-04-10T09:33:37.388Z,0xFC43,192.168.1.160,SQL,TABLE_DROP,69,3.46,6.90
4d5a3f49,2026-04-10T09:34:49.388Z,0xA707,192.168.1.8,SSH,SHELLCODE_INJECTION,96,1.79,9.60
dde280ab,2026-04-10T09:36:01.388Z,0x1204,192.168.1.161,SSH,SHELLCODE_INJECTION,97,4.49,9.70
b3935397,2026-04-10T09:37:13.388Z,0x81C1,192.168.1.131,SQL,TABLE_DROP,98,3.55,9.80
d032398f,2026-04-10T09:38:25.388Z,0x87F8,192.168.1.179,SQL,HONEYTOKEN_TRIGGER,80,2.76,8.00
21f9ed3b,2026-04-10T09:39:37.388Z,0x6056,192.168.1.80,SSH,BANNER_GRAB,78,2.62,7.80
2e051412,2026-04-10T09:40:49.388Z,0xD05D,192.168.1.63,HTTP,XSS_PAYLOAD,87,2.01,8.70
2aff6d80,2026-04-10T09:42:01.388Z,0x6541,192.168.1.205,SSH,BANNER_GRAB,79,1.82,7.90
d61b6861,2026-04-10T09:43:13.388Z,0xBF0C,192.168.1.118,HTTP,ENV_SCAN,73,2.62,7.30
3d3990e4,2026-04-10T09:44:25.388Z,0xEB8E,192.168.1.103,SQL,VERSION_PROBE,83,3.38,8.30
8705157d,2026-04-10T09:45:37.388Z,0x2B44,192.168.1.38,SQL,HONEYTOKEN_TRIGGER,88,2.86,8.80
9d50c41c,2026-04-10T09:46:49.388Z,0x596,192.168.1.183,HTTP,XSS_PAYLOAD,62,1.55,6.20
00694c87,2026-04-10T09:48:01.388Z,0xE49B,192.168.1.218,SSH,ROOT_LOGIN_ATTEMPT,64,4.42,6.40
db3b499a,2026-04-10T09:49:13.388Z,0x948C,192.168.1.124,SSH,BRUTE_FORCE,86,3.51,8.60
40a247ce,2026-04-10T09:50:25.388Z,0xC7D,192.168.1.151,SQL,HONEYTOKEN_TRIGGER,87,3.10,8.70
2d6c6a64,2026-04-10T09:51:37.388Z,0xE256,192.168.1.196,HTTP,SQL_INJECTION,84,4.46,8.40
7ba8e59a,2026-04-10T09:52:49.388Z,0x60C1,192.168.1.80,SQL,TABLE_DROP,65,3.99,6.50
fc144764,2026-04-10T09:54:01.388Z,0x8F60,192.168.1.190,SQL,USER_ENUMERATION,81,3.92,8.10
f1c38fbd,2026-04-10T09:55:13.388Z,0x6847,192.168.1.69,SQL,BLIND_SQLI,97,3.61,9.70
db215fc4,2026-04-10T09:56:25.388Z,0x8E9D,192.168.1.63,SSH,BANNER_GRAB,77,2.59,7.70
f6ed93a1,2026-04-10T09:57:37.388Z,0x132D,192.168.1.83,SQL,TABLE_DROP,98,1.79,9.80
0d2a5525,2026-04-10T09:58:49.388Z,0x869A,192.168.1.243,SSH,ROOT_LOGIN_ATTEMPT,68,3.25,6.80
42cb3906,2026-04-10T10:00:01.388Z,0x5D87,192.168.1.124,SQL,VERSION_PROBE,75,3.11,7.50
6ad16c82,2026-04-10T10:01:13.388Z,0xE3B3,192.168.1.71,SSH,BANNER_GRAB,85,2.37,8.50
37b66779,2026-04-10T10:02:25.388Z,0x1897,192.168.1.154,SSH,BRUTE_FORCE,81,2.53,8.10
c3c1bf7d,2026-04-10T10:03:37.388Z,0xCFEC,192.168.1.129,SSH,BANNER_GRAB,83,3.78,8.30
3643606e,2026-04-10T10:04:49.388Z,0xE455,192.168.1.194,SQL,USER_ENUMERATION,86,3.33,8.60
3b9abef9,2026-04-10T10:06:01.388Z,0xF4C,192.168.1.134,SSH,SHELLCODE_INJECTION,89,4.30,8.90
6e72e08a,2026-04-10T10:07:13.388Z,0x8511,192.168.1.182,SQL,VERSION_PROBE,98,4.05,9.80
b142041b,2026-04-10T10:08:25.388Z,0x4EDE,192.168.1.97,HTTP,XSS_PAYLOAD,96,4.33,9.60
d215f052,2026-04-10T10:09:37.388Z,0x9917,192.168.1.219,SSH,SHELLCODE_INJECTION,84,1.64,8.40
2d32ca53,2026-04-10T10:10:49.388Z,0xCED,192.168.1.98,SSH,BRUTE_FORCE,60,3.76,6.00
f6f3a8cc,2026-04-10T10:12:01.388Z,0x72DF,192.168.1.44,SQL,USER_ENUMERATION,61,2.33,6.10
338dce80,2026-04-10T10:13:13.388Z,0xF2D9,192.168.1.241,SQL,BLIND_SQLI,85,3.45,8.50
b02f3dcb,2026-04-10T10:14:25.388Z,0x5D24,192.168.1.177,HTTP,XSS_PAYLOAD,69,2.98,6.90
d653ad05,2026-04-10T10:15:37.388Z,0x8E0E,192.168.1.193,SSH,BANNER_GRAB,82,2.18,8.20
d141ef46,2026-04-10T10:16:49.388Z,0xD2EC,192.168.1.23,SQL,USER_ENUMERATION,84,3.27,8.40
e6d00dbe,2026-04-10T10:18:01.388Z,0x5EE3,192.168.1.146,SQL,HONEYTOKEN_TRIGGER,60,4.15,6.00
bc7b198e,2026-04-10T10:19:13.388Z,0xC9ED,192.168.1.210,SQL,VERSION_PROBE,86,3.12,8.60
8e66ff82,2026-04-10T10:20:25.388Z,0x128D,192.168.1.170,SSH,BRUTE_FORCE,91,2.03,9.10
abe42b36,2026-04-10T10:21:37.388Z,0x2414,192.168.1.200,SSH,BANNER_GRAB,62,3.43,6.20
d8b4b0a9,2026-04-10T10:22:49.388Z,0xB363,192.168.1.53,SQL,BLIND_SQLI,92,2.02,9.20
e87628e6,2026-04-10T10:24:01.388Z,0x1C6,192.168.1.222,SQL,HONEYTOKEN_TRIGGER,70,2.61,7.00
37ed3b0c,2026-04-10T10:25:13.388Z,0xE273,192.168.1.160,SQL,HONEYTOKEN_TRIGGER,76,3.81,7.60
8255f49a,2026-04-10T10:26:25.388Z,0xCD8,192.168.1.7,SQL,HONEYTOKEN_TRIGGER,90,3.20,9.00
e844045d,2026-04-10T10:27:37.388Z,0x15E0,192.168.1.28,SQL,USER_ENUMERATION,79,3.79,7.90
35a1b5e6,2026-04-10T10:28:49.388Z,0x2C13,192.168.1.124,HTTP,SQL_INJECTION,81,3.66,8.10
a289122f,2026-04-10T10:30:01.388Z,0x2910,192.168.1.28,SSH,BRUTE_FORCE,78,2.21,7.80
fe0727a0,2026-04-10T10:31:13.388Z,0x80B4,192.168.1.207,SSH,PRIV_ESC,89,1.57,8.90
fb5618c2,2026-04-10T10:32:25.388Z,0x706,192.168.1.105,SQL,BLIND_SQLI,93,3.74,9.30
25d11de6,2026-04-10T10:33:37.388Z,0x3079,192.168.1.125,HTTP,XSS_PAYLOAD,69,3.83,6.90
c00fc55a,2026-04-10T10:34:49.388Z,0xE5FF,192.168.1.91,SSH,ROOT_LOGIN_ATTEMPT,93,1.66,9.30
6d03daf5,2026-04-10T10:36:01.388Z,0xEF15,192.168.1.241,HTTP,SQL_INJECTION,67,3.83,6.70
6bd9077c,2026-04-10T10:37:13.388Z,0xC1E8,192.168.1.177,HTTP,XSS_PAYLOAD,89,4.19,8.90
cc10c356,2026-04-10T10:38:25.388Z,0x3757,192.168.1.191,HTTP,ENV_SCAN,76,3.31,7.60
e6c3e1a6,2026-04-10T10:39:37.388Z,0xCE3B,192.168.1.96,SSH,BANNER_GRAB,61,3.87,6.10
2ec80962,2026-04-10T10:40:49.388Z,0x7868,192.168.1.217,HTTP,ENV_SCAN,71,2.99,7.10
b804cf79,2026-04-10T10:42:01.388Z,0xCE5,192.168.1.75,HTTP,ENV_SCAN,60,2.59,6.00
6a85bbf8,2026-04-10T10:43:13.388Z,0xAF1B,192.168.1.177,SQL,BLIND_SQLI,88,2.14,8.80
b3f5633b,2026-04-10T10:44:25.388Z,0x73CA,192.168.1.117,SSH,BANNER_GRAB,64,1.73,6.40
77e2d562,2026-04-10T10:45:37.388Z,0x7C71,192.168.1.123,HTTP,DIR_TRAVERSAL,92,2.95,9.20
15316399,2026-04-10T10:46:49.388Z,0x3E8E,192.168.1.25,SQL,VERSION_PROBE,70,2.85,7.00
7f250cef,2026-04-10T10:48:01.388Z,0x950E,192.168.1.220,SQL,USER_ENUMERATION,99,3.01,9.90
597f554e,2026-04-10T10:49:13.388Z,0xEE3E,192.168.1.49,HTTP,ADMIN_RECON,92,3.77,9.20
0944f23f,2026-04-10T10:50:25.388Z,0x2BE8,192.168.1.72,SSH,BRUTE_FORCE,61,2.36,6.10
1f61e46c,2026-04-10T10:51:37.388Z,0xEA9D,192.168.1.155,SQL,HONEYTOKEN_TRIGGER,93,3.19,9.30
f6e48152,2026-04-10T10:52:49.388Z,0xCE6D,192.168.1.90,SSH,BRUTE_FORCE,87,2.99,8.70
7e7daf6f,2026-04-10T10:54:01.388Z,0x900E,192.168.1.123,SSH,ROOT_LOGIN_ATTEMPT,76,2.36,7.60
b5ece4be,2026-04-10T10:55:13.388Z,0x834E,192.168.1.5,SQL,VERSION_PROBE,88,2.08,8.80
d2b479c3,2026-04-10T10:56:25.388Z,0x4E80,192.168.1.74,SQL,BLIND_SQLI,82,2.36,8.20
01092f6d,2026-04-10T10:57:37.388Z,0xF78D,192.168.1.160,SSH,PRIV_ESC,86,1.90,8.60
b75c7416,2026-04-10T10:58:49.388Z,0xE591,192.168.1.135,SSH,BRUTE_FORCE,62,1.95,6.20
feeadbf8,2026-04-10T11:00:01.388Z,0xFA84,192.168.1.66,SQL,HONEYTOKEN_TRIGGER,66,3.02,6.60
d3e17dcc,2026-04-10T11:01:13.388Z,0x5D28,192.168.1.118,SQL,BLIND_SQLI,69,4.35,6.90
77fa279a,2026-04-10T11:02:25.388Z,0xF4B5,192.168.1.250,HTTP,DIR_TRAVERSAL,92,2.84,9.20
b8a9e10b,2026-04-10T11:03:37.388Z,0x9C3F,192.168.1.151,SSH,BANNER_GRAB,70,2.73,7.00
260fe3cf,2026-04-10T11:04:49.388Z,0x59F9,192.168.1.169,SQL,USER_ENUMERATION,66,3.39,6.60
658a21d8,2026-04-10T11:06:01.388Z,0xBD39,192.168.1.51,SQL,VERSION_PROBE,72,2.38,7.20
ee7a0156,2026-04-10T11:07:13.388Z,0x5777,192.168.1.143,HTTP,SQL_INJECTION,90,2.85,9.00
9b1713b1,2026-04-10T11:08:25.388Z,0x51F,192.168.1.55,HTTP,ENV_SCAN,72,3.62,7.20
a56ac3e4,2026-04-10T11:09:37.388Z,0x7EC9,192.168.1.253,SQL,USER_ENUMERATION,74,2.04,7.40
d73d36a5,2026-04-10T11:10:49.388Z,0xC3F6,192.168.1.241,HTTP,ENV_SCAN,99,2.42,9.90
e5652e54,2026-04-10T11:12:01.388Z,0xDA8B,192.168.1.48,SSH,ROOT_LOGIN_ATTEMPT,60,3.01,6.00
31976d90,2026-04-10T11:13:13.388Z,0xAC55,192.168.1.17,SSH,ROOT_LOGIN_ATTEMPT,60,3.85,6.00
aa45a697,2026-04-10T11:14:25.388Z,0x6456,192.168.1.51,SQL,BLIND_SQLI,72,3.98,7.20
a8930dac,2026-04-10T11:15:37.388Z,0xB5EC,192.168.1.66,SQL,HONEYTOKEN_TRIGGER,71,3.23,7.10
513d3063,2026-04-10T11:16:49.388Z,0xED0,192.168.1.144,HTTP,ADMIN_RECON,61,2.69,6.10
a492f0de,2026-04-10T11:18:01.388Z,0x8EEB,192.168.1.18,SQL,HONEYTOKEN_TRIGGER,62,1.93,6.20
75114338,2026-04-10T11:19:13.388Z,0x7FDA,192.168.1.28,SSH,BRUTE_FORCE,73,3.44,7.30
5b76dbe9,2026-04-10T11:20:25.388Z,0x15AA,192.168.1.123,SQL,VERSION_PROBE,82,1.53,8.20
05c04727,2026-04-10T11:21:37.388Z,0x9F4,192.168.1.101,SQL,USER_ENUMERATION,89,3.07,8.90
1e305c97,2026-04-10T11:22:49.388Z,0xA2AF,192.168.1.174,SSH,ROOT_LOGIN_ATTEMPT,98,3.79,9.80
e82d70ec,2026-04-10T11:24:01.388Z,0xD274,192.168.1.216,SSH,ROOT_LOGIN_ATTEMPT,66,3.16,6.60
61f79b42,2026-04-10T11:25:13.388Z,0xD19,192.168.1.222,SSH,PRIV_ESC,98,2.69,9.80
b0340a5a,2026-04-10T11:26:25.388Z,0xC323,192.168.1.93,SQL,VERSION_PROBE,78,4.21,7.80
14c2f15a,2026-04-10T11:27:37.388Z,0xB014,192.168.1.108,SQL,VERSION_PROBE,64,3.72,6.40
9103b992,2026-04-10T11:28:49.388Z,0x4B15,192.168.1.201,SSH,BANNER_GRAB,65,1.93,6.50
a4201a93,2026-04-10T11:30:01.388Z,0x1805,192.168.1.210,HTTP,ADMIN_RECON,75,1.66,7.50
4444305a,2026-04-10T11:31:13.388Z,0x33EF,192.168.1.206,HTTP,XSS_PAYLOAD,76,3.97,7.60
4232fa15,2026-04-10T11:32:25.388Z,0x4A1F,192.168.1.228,SQL,BLIND_SQLI,90,3.28,9.00
4476dd0a,2026-04-10T11:33:37.388Z,0xA3E3,192.168.1.200,HTTP,DIR_TRAVERSAL,85,3.17,8.50
e5e52512,2026-04-10T11:34:49.388Z,0xEFA2,192.168.1.15,SSH,BANNER_GRAB,64,3.48,6.40
b9eb66d4,2026-04-10T11:36:01.388Z,0xB46F,192.168.1.199,SSH,SHELLCODE_INJECTION,83,3.79,8.30
315a8177,2026-04-10T11:37:13.388Z,0xAF05,192.168.1.159,HTTP,ADMIN_RECON,69,1.75,6.90
0f2daacf,2026-04-10T11:38:25.388Z,0xD3A4,192.168.1.27,SQL,BLIND_SQLI,83,2.34,8.30
abef97fd,2026-04-10T11:39:37.388Z,0x3EF1,192.168.1.68,SQL,TABLE_DROP,85,4.19,8.50
826d3c0a,2026-04-10T11:40:49.388Z,0x7439,192.168.1.98,SSH,BANNER_GRAB,81,1.51,8.10
c581b1ff,2026-04-10T11:42:01.388Z,0xD9C1,192.168.1.131,SSH,BRUTE_FORCE,86,3.39,8.60
4a226d16,2026-04-10T11:43:13.388Z,0x9616,192.168.1.14,SSH,BANNER_GRAB,84,2.42,8.40
88eaaf5c,2026-04-10T11:44:25.388Z,0x6561,192.168.1.109,HTTP,ENV_SCAN,65,3.03,6.50
2e3141c2,2026-04-10T11:45:37.388Z,0x518C,192.168.1.22,HTTP,ADMIN_RECON,99,4.28,9.90
02ef8b93,2026-04-10T11:46:49.388Z,0x9E47,192.168.1.27,SSH,BRUTE_FORCE,69,1.89,6.90
32163a7b,2026-04-10T11:48:01.388Z,0xD221,192.168.1.128,SSH,BRUTE_FORCE,68,4.08,6.80
ea242cb1,2026-04-10T11:49:13.388Z,0x475E,192.168.1.126,SQL,BLIND_SQLI,83,3.01,8.30
853b7c9e,2026-04-10T11:50:25.388Z,0x3D82,192.168.1.218,HTTP,SQL_INJECTION,78,1.53,7.80
00209655,2026-04-10T11:51:37.388Z,0x7C7B,192.168.1.245,SQL,HONEYTOKEN_TRIGGER,64,3.19,6.40
db16d886,2026-04-10T11:52:49.388Z,0xCFD8,192.168.1.182,HTTP,SQL_INJECTION,97,1.64,9.70
875756fa,2026-04-10T11:54:01.388Z,0xDEA2,192.168.1.241,HTTP,DIR_TRAVERSAL,74,4.46,7.40
12787fab,2026-04-10T11:55:13.388Z,0x5806,192.168.1.81,SSH,BRUTE_FORCE,66,4.34,6.60
380f4020,2026-04-10T11:56:25.388Z,0xFBEE,192.168.1.101,HTTP,XSS_PAYLOAD,65,2.51,6.50
1a1aac2c,2026-04-10T11:57:37.388Z,0x9C9F,192.168.1.20,HTTP,XSS_PAYLOAD,75,3.93,7.50
cd51d789,2026-04-10T11:58:49.388Z,0xB6C6,192.168.1.206,SSH,BRUTE_FORCE,66,2.39,6.60
58ecef13,2026-04-10T12:00:01.388Z,0xB40D,192.168.1.204,SQL,HONEYTOKEN_TRIGGER,65,4.06,6.50
2783c096,2026-04-10T12:01:13.388Z,0x3A38,192.168.1.144,SQL,HONEYTOKEN_TRIGGER,74,3.65,7.40
bd27a42e,2026-04-10T12:02:25.388Z,0xC527,192.168.1.30,SSH,BANNER_GRAB,62,2.39,6.20
a2980adf,2026-04-10T12:03:37.388Z,0x6686,192.168.1.245,HTTP,SQL_INJECTION,93,1.66,9.30
dba3765b,2026-04-10T12:04:49.388Z,0xCBDF,192.168.1.209,SSH,SHELLCODE_INJECTION,83,3.08,8.30
3012d966,2026-04-10T12:06:01.388Z,0x159D,192.168.1.188,SSH,BANNER_GRAB,76,1.88,7.60
b1dc53df,2026-04-10T12:07:13.388Z,0x69C8,192.168.1.149,SSH,PRIV_ESC,94,2.06,9.40
e4f00212,2026-04-10T12:08:25.388Z,0xA906,192.168.1.106,HTTP,XSS_PAYLOAD,86,3.53,8.60
7f45e967,2026-04-10T12:09:37.388Z,0xB206,192.168.1.215,SSH,ROOT_LOGIN_ATTEMPT,65,2.60,6.50
71a87ce5,2026-04-10T12:10:49.388Z,0xCD7F,192.168.1.249,HTTP,DIR_TRAVERSAL,92,2.95,9.20
f607a31e,2026-04-10T12:12:01.388Z,0x66EC,192.168.1.132,SQL,USER_ENUMERATION,60,2.96,6.00
061a34ac,2026-04-10T12:13:13.388Z,0xBA57,192.168.1.12,SSH,SHELLCODE_INJECTION,63,2.80,6.30
c8209ffa,2026-04-10T12:14:25.388Z,0x98E3,192.168.1.115,SQL,USER_ENUMERATION,90,2.07,9.00
f155268f,2026-04-10T12:15:37.388Z,0xB135,192.168.1.103,SQL,TABLE_DROP,70,1.50,7.00
1dd04d13,2026-04-10T12:16:49.388Z,0x72B2,192.168.1.242,SSH,ROOT_LOGIN_ATTEMPT,63,3.29,6.30
b2f4b390,2026-04-10T12:18:01.388Z,0x3D69,192.168.1.45,SSH,BANNER_GRAB,76,4.02,7.60
773ae933,2026-04-10T12:19:13.388Z,0xC312,192.168.1.226,SSH,BRUTE_FORCE,81,1.92,8.10
cb60136f,2026-04-10T12:20:25.388Z,0x2AFF,192.168.1.127,SSH,SHELLCODE_INJECTION,73,1.96,7.30
ee31016e,2026-04-10T12:21:37.388Z,0x5BCE,192.168.1.160,HTTP,DIR_TRAVERSAL,79,3.36,7.90
5cc1cf83,2026-04-10T12:22:49.388Z,0x4CDA,192.168.1.226,SSH,SHELLCODE_INJECTION,82,2.32,8.20
087fb095,2026-04-10T12:24:01.388Z,0xC226,192.168.1.37,HTTP,SQL_INJECTION,67,3.80,6.70
6586b392,2026-04-10T12:25:13.388Z,0x8183,192.168.1.212,SSH,ROOT_LOGIN_ATTEMPT,99,1.82,9.90
36e4a354,2026-04-10T12:26:25.388Z,0x4C74,192.168.1.199,SSH,BANNER_GRAB,86,3.11,8.60
07b29566,2026-04-10T12:27:37.388Z,0xE8B4,192.168.1.54,HTTP,DIR_TRAVERSAL,90,1.79,9.00
83d8b822,2026-04-10T12:28:49.388Z,0x95AF,192.168.1.27,SQL,TABLE_DROP,80,3.69,8.00
ed85783b,2026-04-10T12:30:01.388Z,0xD4A9,192.168.1.82,SSH,BANNER_GRAB,99,3.28,9.90
ec343595,2026-04-10T12:31:13.388Z,0xC101,192.168.1.139,SSH,BRUTE_FORCE,63,3.51,6.30
f1fe9e4c,2026-04-10T12:32:25.388Z,0x2823,192.168.1.162,SSH,ROOT_LOGIN_ATTEMPT,83,2.81,8.30
674d4fce,2026-04-10T12:33:37.388Z,0xF4B9,192.168.1.70,HTTP,DIR_TRAVERSAL,73,2.58,7.30
9d06bc42,2026-04-10T12:34:49.388Z,0xA797,192.168.1.195,SSH,BANNER_GRAB,94,4.17,9.40
dd78b682,2026-04-10T12:36:01.388Z,0xCC84,192.168.1.208,HTTP,ENV_SCAN,81,2.73,8.10
a617fac9,2026-04-10T12:37:13.388Z,0x1491,192.168.1.199,HTTP,SQL_INJECTION,88,3.73,8.80
307b4fae,2026-04-10T12:38:25.388Z,0x3D08,192.168.1.47,SSH,SHELLCODE_INJECTION,69,3.23,6.90
4cfdf418,2026-04-10T12:39:37.388Z,0x325,192.168.1.29,SQL,HONEYTOKEN_TRIGGER,83,4.47,8.30
287068fc,2026-04-10T12:40:49.388Z,0x353F,192.168.1.120,SSH,ROOT_LOGIN_ATTEMPT,99,3.18,9.90
a6a2c1ea,2026-04-10T12:42:01.388Z,0xA016,192.168.1.107,SSH,ROOT_LOGIN_ATTEMPT,71,1.71,7.10
b19c6484,2026-04-10T12:43:13.388Z,0x7153,192.168.1.32,HTTP,ADMIN_RECON,92,1.70,9.20
14031be9,2026-04-10T12:44:25.388Z,0xA6B9,192.168.1.67,SQL,VERSION_PROBE,76,3.45,7.60
4cfc7630,2026-04-10T12:45:37.388Z,0x520E,192.168.1.137,HTTP,SQL_INJECTION,66,4.45,6.60
3005460b,2026-04-10T12:46:49.388Z,0x696A,192.168.1.77,SSH,BANNER_GRAB,74,1.81,7.40
3e9e981f,2026-04-10T12:48:01.388Z,0x196,192.168.1.214,HTTP,XSS_PAYLOAD,62,3.71,6.20
94c60dd8,2026-04-10T12:49:13.388Z,0xF9C,192.168.1.41,SQL,VERSION_PROBE,86,2.14,8.60
0e510d25,2026-04-10T12:50:25.388Z,0xA38B,192.168.1.220,SSH,SHELLCODE_INJECTION,83,4.15,8.30
09dd1acb,2026-04-10T12:51:37.388Z,0x56D0,192.168.1.167,SSH,SHELLCODE_INJECTION,98,3.11,9.80
f4811d3e,2026-04-10T12:52:49.388Z,0x3A4C,192.168.1.136,SQL,HONEYTOKEN_TRIGGER,91,3.91,9.10
35e5d7ed,2026-04-10T12:54:01.388Z,0xB02C,192.168.1.226,HTTP,DIR_TRAVERSAL,82,3.51,8.20
900d617b,2026-04-10T12:55:13.388Z,0x4EC,192.168.1.225,SQL,TABLE_DROP,63,2.96,6.30
62927343,2026-04-10T12:56:25.388Z,0x76D5,192.168.1.237,SSH,BANNER_GRAB,62,3.31,6.20
c46ed9b7,2026-04-10T12:57:37.388Z,0x2312,192.168.1.62,SSH,ROOT_LOGIN_ATTEMPT,94,2.07,9.40
188b5071,2026-04-10T12:58:49.388Z,0x1CA3,192.168.1.243,SQL,TABLE_DROP,90,2.69,9.00
3da58091,2026-04-10T13:00:01.388Z,0x6DC6,192.168.1.191,SSH,ROOT_LOGIN_ATTEMPT,90,4.13,9.00
b86443de,2026-04-10T13:01:13.388Z,0xC4BD,192.168.1.201,HTTP,ADMIN_RECON,95,3.23,9.50
b251ac2f,2026-04-10T13:02:25.388Z,0xFCA6,192.168.1.141,SQL,TABLE_DROP,79,3.20,7.90
1830e7f0,2026-04-10T13:03:37.388Z,0x12F1,192.168.1.62,SQL,HONEYTOKEN_TRIGGER,83,4.42,8.30
6d675bb3,2026-04-10T13:04:49.388Z,0x98A3,192.168.1.190,SQL,VERSION_PROBE,79,3.75,7.90
46df8cac,2026-04-10T13:06:01.388Z,0x714F,192.168.1.160,HTTP,ADMIN_RECON,89,4.42,8.90
0e85179d,2026-04-10T13:07:13.388Z,0x199B,192.168.1.62,HTTP,SQL_INJECTION,89,2.48,8.90
9ae31794,2026-04-10T13:08:25.388Z,0xD50A,192.168.1.37,SQL,VERSION_PROBE,61,1.53,6.10
1bc361db,2026-04-10T13:09:37.388Z,0xA95C,192.168.1.230,SSH,ROOT_LOGIN_ATTEMPT,92,1.64,9.20
7e41e4e1,2026-04-10T13:10:49.388Z,0x9836,192.168.1.160,SQL,TABLE_DROP,80,1.60,8.00
3800cd8a,2026-04-10T13:12:01.388Z,0x17E8,192.168.1.248,SSH,BRUTE_FORCE,72,3.48,7.20
9f6d16e7,2026-04-10T13:13:13.388Z,0xC126,192.168.1.216,SQL,VERSION_PROBE,95,2.09,9.50
7d270a86,2026-04-10T13:14:25.388Z,0x1FE7,192.168.1.95,HTTP,ENV_SCAN,67,2.88,6.70
ed271412,2026-04-10T13:15:37.388Z,0xA9A0,192.168.1.124,SQL,HONEYTOKEN_TRIGGER,74,2.44,7.40
dc62605d,2026-04-10T13:16:49.388Z,0x97E9,192.168.1.51,HTTP,ENV_SCAN,77,3.29,7.70
21078a18,2026-04-10T13:18:01.388Z,0xA43D,192.168.1.88,SQL,TABLE_DROP,96,3.69,9.60
fa701d69,2026-04-10T13:19:13.388Z,0xC8D,192.168.1.144,SQL,USER_ENUMERATION,96,2.86,9.60
b9b5c276,2026-04-10T13:20:25.388Z,0x60CD,192.168.1.97,SQL,VERSION_PROBE,99,2.60,9.90
33fe8725,2026-04-10T13:21:37.388Z,0xE81F,192.168.1.11,SQL,USER_ENUMERATION,92,2.28,9.20
730a9871,2026-04-10T13:22:49.388Z,0x42CB,192.168.1.16,SSH,BRUTE_FORCE,61,3.56,6.10
cc5c71ad,2026-04-10T13:24:01.388Z,0xCE76,192.168.1.128,HTTP,XSS_PAYLOAD,60,2.99,6.00
0dc5975f,2026-04-10T13:25:13.388Z,0xC6F7,192.168.1.104,HTTP,ENV_SCAN,89,1.60,8.90
0c7bcae2,2026-04-10T13:26:25.388Z,0xBC4B,192.168.1.195,SQL,BLIND_SQLI,66,3.38,6.60
01ac8120,2026-04-10T13:27:37.388Z,0xFD44,192.168.1.233,SQL,TABLE_DROP,91,3.50,9.10
7dac9650,2026-04-10T13:28:49.388Z,0x2C52,192.168.1.38,SQL,VERSION_PROBE,84,3.03,8.40
a83b5bab,2026-04-10T13:30:01.388Z,0xC5A1,192.168.1.48,SQL,TABLE_DROP,90,2.76,9.00
5d15485c,2026-04-10T13:31:13.388Z,0x776,192.168.1.179,HTTP,ENV_SCAN,71,1.78,7.10
26fd68af,2026-04-10T13:32:25.388Z,0x2A71,192.168.1.96,HTTP,ADMIN_RECON,93,3.37,9.30
adb7b1fe,2026-04-10T13:33:37.388Z,0x135B,192.168.1.178,SSH,SHELLCODE_INJECTION,80,4.22,8.00
cf3ccb1a,2026-04-10T13:34:49.388Z,0xDE09,192.168.1.252,HTTP,DIR_TRAVERSAL,82,3.60,8.20
66b2fbdf,2026-04-10T13:36:01.388Z,0x8676,192.168.1.44,SSH,ROOT_LOGIN_ATTEMPT,88,3.99,8.80
5fa794da,2026-04-10T13:37:13.388Z,0xFEF4,192.168.1.194,SQL,BLIND_SQLI,94,3.44,9.40
